Y,E1,E2,E3,E4,E5,E6,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
21315737322,1091.619995,1259.968256,1112.38453,1006.244601,1884.646939,560.8490006,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
15732356417,1825.744229,1539.752186,-156.3787076,687.1928505,915.68329,809.4134241,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1
116507933,149.7663128,1390.722943,232.6067082,785.2509532,157.7848517,583.5375783,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0
4102488355,1316.597265,538.6533492,1425.280206,611.8182792,816.4966798,699.5752183,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
-25048392871,1138.336057,889.1032835,-481.7953811,1813.241874,1080.578618,1364.322693,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0
-6382629603,1498.446227,860.958265,696.1858219,1001.973023,-638.4400401,672.4387178,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
5478732842,1096.713012,-312.59038,817.8584016,-664.1028182,1582.86935,1135.716466,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0
5182184176,1379.218241,-752.8524493,1762.060052,882.7163848,970.4055877,1422.136569,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
2434180775,1065.208016,811.3422094,1160.312346,-436.183418,1262.589383,675.9366786,0,0,0,0,0,0,1,0,0,1,0,NA,1,1,0,0,0,1,1,0,1,1,0,1,1
26343139293,1864.765737,598.05086,1072.188704,73.87902694,1565.451733,895.1161499,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1
11567187537,1461.665401,2.446407347,714.7157261,1367.426238,282.0955896,1561.315698,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
-10678691993,533.787714,1354.852376,156.5197192,538.8026559,582.3523149,NA,0,1,NA,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
-7810345379,953.7571075,NA,701.4612116,357.0720503,496.7364966,811.5216093,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
12350019710,981.3558948,1365.527271,519.5138057,1335.753135,742.0537289,1080.964113,0,0,1,NA,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1
3876050477,1042.563903,584.3876406,1345.232628,-432.2550463,751.3036383,359.2388333,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
18476464533,1088.566954,1328.322186,1316.729256,629.4800953,1676.772337,918.9427584,NA,NA,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1
32510871209,1062.636864,966.948603,594.7917956,314.6028492,151.3764144,325.3625742,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
1871570277,1838.541982,817.6867931,4.532745388,986.0859215,1104.207919,905.4168548,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
10082841440,1580.994599,1935.044115,866.6513856,743.848691,1119.644301,-234.7065808,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,0,0,1,0,0,1,0,1
18427324853,1646.61432,1002.429302,323.9345916,720.0966318,1523.640114,1322.612379,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
9762789476,321.6058687,1455.656152,1380.208519,1127.905121,1495.219853,1097.791472,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1
-4316268780,1633.155781,224.4986091,659.8900228,364.9330391,1697.164951,540.8954793,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
-4349559825,1332.463585,584.0950163,701.139865,-136.4606493,2548.841565,-144.2327033,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
16952783049,NA,945.6357433,1536.225153,692.4643958,1359.8047,417.2175824,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
-10469983980,794.4745277,493.2754355,517.4073705,537.7565003,366.4303252,1054.334775,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,NA
8592586501,612.9662811,1233.269799,685.5044591,2571.641924,430.657238,-885.3578351,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
16713307915,722.4322446,220.7300198,310.5897204,1465.496524,2192.153324,157.172224,1,NA,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
14654996168,1282.323386,820.3983423,548.512775,1392.428358,1200.37407,-189.9634616,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0
9991143422,-155.6843386,984.1675687,909.0231248,442.542172,140.3934187,-474.7568646,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1
-11182623941,510.3627497,935.7327681,567.1079217,798.0058168,2215.774884,590.5412536,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0
6448268167,1356.460735,1091.140583,106.1755688,776.0339257,817.5417696,-843.9293397,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0
4873458690,469.9350453,1071.553147,-175.937492,883.3668591,767.6570101,152.7757812,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0
-21130215081,851.839449,42.89573573,147.6526463,160.0950429,1782.589523,-131.9058605,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1
21586124482,728.5977491,-397.7669891,980.4797428,967.1381607,880.9627901,-163.4721539,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0
-17883891492,293.0030711,821.9749372,-109.9801606,659.7494395,NA,1037.401776,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1
32416115278,1637.930539,623.8194175,1020.390874,833.4656077,708.8145595,735.126286,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0
10162984392,364.6634267,1358.470025,1196.869546,-133.9928112,951.3229855,905.9676533,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
9875037278,1197.885224,-695.2241166,1162.287491,1254.412783,1094.384656,-71.47611815,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0
27260176137,2252.28121,577.2049626,334.0930087,773.3296643,343.6913244,1670.88196,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0
1611228809,918.0936311,161.8365727,626.0521656,1104.221846,1964.154043,618.449757,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
3416972575,761.2196159,NA,1010.911298,247.5545565,1079.812973,601.9581824,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
-3739971949,1250.094183,1120.191511,1333.857282,1143.368525,922.5592413,456.826251,0,0,0,NA,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
14474890217,664.8604478,1444.968818,564.2172525,1164.716691,1979.853389,372.5523396,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,NA,1,0,1,0
-3642560287,441.5045998,-339.2484677,122.639079,380.4150518,991.5457922,1194.708599,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
18508650918,92.04917725,2674.577977,321.3828155,1173.894398,906.5222549,1794.069219,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
-22745037491,579.2169853,858.8931011,645.3605721,1579.626326,1233.856294,959.2867665,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
3092067205,1310.143152,1151.403939,1390.277773,284.9113987,1034.910977,1360.873336,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1
14559853060,968.7098313,1023.93561,547.480566,1730.926783,725.752812,1467.773283,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
7703209046,562.4691885,229.2894838,448.3725629,1321.092837,-331.4138309,-169.2937717,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1
19178729273,NA,719.4307372,91.53890338,583.6200828,247.4039375,904.3364694,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
3954255842,232.2014195,-359.7326195,448.0766171,431.1927071,287.1579447,495.8568549,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1
-6482369915,491.2767332,-91.36137985,-218.4074085,1732.516802,924.6115898,-391.5820725,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,NA,1,0,1,1
2736258105,462.0891511,40.62407189,241.5395092,1113.246573,1326.665023,614.0232425,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0
8932896645,820.1968848,518.4997411,445.0568533,2269.544532,935.8253572,1130.6353,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,NA
21744789810,539.1833454,-6.083718144,1381.598057,500.9681722,1071.172851,521.5158099,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
4073242512,606.5141078,884.0287783,88.92114508,2409.610321,244.7769099,-426.2352632,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,NA,1,0,1,0
-3970492751,304.4096923,995.620322,205.4371176,1031.902069,912.230257,516.3655368,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
10383506315,1560.127827,2577.0572,1275.727146,970.7779116,1497.381837,501.8420026,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
10714911766,1194.913175,662.1619618,515.7142609,382.2320071,864.9474399,1474.156469,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
-9666631720,1539.614332,1366.874878,NA,187.0697968,786.6894793,605.8112997,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
7665440114,1880.13441,2120.398886,804.6794786,744.0908326,803.4752107,94.89727687,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
29463402165,152.7040003,1656.324791,1198.171738,245.88373,2068.072434,1008.363573,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0
31341528389,1673.304868,1032.552177,1697.146236,850.2067122,511.3552838,548.6480532,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1
1100319383,-440.5987175,294.5858997,793.8171198,1375.160647,828.5875892,1121.942827,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
-27145125041,1305.748583,64.95388911,-9.856778544,970.9098193,190.3453778,213.5646986,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
-4475400992,443.2596916,680.7974421,488.1164784,NA,1498.978101,824.5077881,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0
9886636654,534.3637422,-273.8542266,1425.478284,613.9117196,2031.492218,526.385516,NA,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
-1150640822,523.3187379,1029.870362,574.4547835,420.5669317,1166.259214,-376.7414688,1,NA,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
16142127962,-36.15923089,734.4907349,973.5101819,1928.549193,1040.919119,1449.487036,1,1,0,0,1,1,0,0,0,0,0,NA,0,0,1,1,0,1,1,0,1,0,0,0,1
-2602592159,2128.279866,1322.012079,601.6055753,801.3137913,657.5662796,857.7737029,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
21758417294,618.0205842,1168.905617,825.0283651,612.9936971,1025.471805,565.6929405,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0
4371181715,930.2655517,1517.03545,1385.178277,1492.09922,618.0021565,-280.5214872,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
16977703701,921.2179315,235.3803735,734.8520371,833.4891874,466.6529129,944.3681464,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0
8592844443,337.7375277,203.2481431,-313.0111933,1490.953137,1299.13708,630.8663068,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,NA,1,1
2575014102,1319.561062,983.4431725,527.0708614,815.5958004,1796.176251,232.2780864,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
5561537588,1154.448031,503.7083912,-67.79092628,499.3652038,877.0892834,245.2617381,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
34791983424,1546.441707,421.5947825,1172.69252,1712.653109,472.6861658,615.599303,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
2257000355,1924.298448,1523.37212,26.94342794,-79.08514909,819.4260965,5.275665618,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
-13344418011,622.6851398,1479.167743,748.9252797,620.386836,1291.07551,829.4236819,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
2188014834,959.239757,747.0803133,112.5617237,1066.355039,720.2126153,1789.38616,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
6438571969,-78.13422131,470.1461341,951.6143076,-93.02014048,1201.863265,-168.032578,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,NA,1,0
4714601357,1478.204197,398.0260366,859.4233282,317.131773,1171.439626,912.9583729,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1
18616383605,961.5053621,1390.421419,1552.65414,1150.392279,574.0488153,1083.676727,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
6362716372,1193.203299,1081.491224,1098.802966,676.9084043,666.1920265,868.6337275,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0
122083918.3,1052.445629,1088.746602,1502.658219,700.3856297,818.0153138,473.9058286,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1
17182887972,1443.882247,1249.775938,1315.906653,1182.351532,1518.202552,-32.05945963,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
16077203429,820.0180277,470.3012936,801.1581486,753.10418,1372.473793,556.1601561,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0
12079834624,1306.82091,1017.10128,769.6430491,-141.449925,1050.109325,119.1773834,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1
-1653842272,223.0857737,486.437121,-703.6333591,1156.744185,1808.192308,375.967148,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1
5609926586,318.3527021,201.494824,37.6856506,770.7302365,2171.773124,945.6773895,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
17887449077,-455.5326658,1035.304633,857.2717012,437.2470105,686.8048132,318.7832454,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
NA,1535.585194,644.9461351,-929.5345837,-36.11328966,636.6708865,-227.9637273,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
4576268474,1520.402255,1284.877447,528.5384246,869.152267,1807.881546,929.1188738,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
7914723983,1182.676788,1278.161679,434.1524786,962.6962763,1697.274137,562.8963905,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0
935746439,215.6215172,2343.963025,1373.367137,1269.934183,669.8089326,503.8403874,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
7981859466,1074.019902,922.6933882,1646.895483,-81.1996209,1737.387507,-393.1291909,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4899072176,535.8715887,1025.254786,-177.637615,507.0276633,1193.830246,379.1267152,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,NA,0,0,0,1
11042634712,-492.7016669,1066.94512,505.2266564,386.0542765,1966.842787,248.7141099,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
13085169229,1154.444467,1623.651127,848.9771503,-554.404544,1279.380493,731.8765234,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1
11802894134,NA,1750.641361,1317.496042,1099.91772,-193.8402248,559.9751176,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
12515659919,693.3283593,1175.218311,1005.465244,370.7687625,1600.555846,679.6857993,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
